Symbol,1/31/2006,2/28/2006,3/31/2006,4/28/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/29/2006,10/31/2006,11/30/2006,12/29/2006,1/31/2007,2/28/2007,3/30/2007,4/30/2007,5/31/2007,6/29/2007,7/31/2007,8/31/2007,9/28/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/30/2008,6/30/2008,7/31/2008,8/29/2008,9/30/2008,10/31/2008,11/28/2008,12/31/2008,1/30/2009,2/27/2009,3/31/2009,4/30/2009,5/29/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/30/2009,11/30/2009,12/31/2009,1/29/2010,2/26/2010,3/31/2010,4/30/2010,5/28/2010,6/30/2010,7/30/2010,8/31/2010,9/30/2010,10/29/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/29/2011,5/31/2011,6/30/2011,7/29/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/30/2011,1/31/2012,2/29/2012,3/30/2012,4/30/2012,5/31/2012,6/29/2012,7/31/2012,8/31/2012,9/28/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/28/2013,4/30/2013,5/31/2013,6/28/2013,7/31/2013,8/30/2013,9/30/2013,10/31/2013,11/29/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/30/2014,6/30/2014,7/31/2014,8/29/2014,9/30/2014,10/31/2014,11/28/2014,12/31/2014,1/30/2015,2/27/2015,3/31/2015,4/30/2015,5/29/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/30/2015,11/30/2015,12/31/2015,1/29/2016,2/29/2016,3/31/2016,4/29/2016,5/31/2016,6/30/2016,7/29/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/30/2016,1/31/2017,2/28/2017,3/31/2017,4/28/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/29/2017,10/31/2017,11/30/2017,12/29/2017,1/31/2018,2/28/2018,3/29/2018,4/30/2018,5/31/2018,6/29/2018,7/31/2018,8/31/2018,9/28/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/29/2019,4/30/2019,5/31/2019,6/28/2019,7/31/2019,8/30/2019,9/30/2019,10/31/2019,11/29/2019,12/31/2019,1/31/2020,2/28/2020,3/31/2020,4/30/2020,5/29/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/30/2020,11/30/2020,12/31/2020
ALL,34.9942,36.8297,35.2602,38.2239,37.4593,37.2686,38.6918,39.6948,42.9764,42.0378,43.7293,44.8522,41.4423,41.4078,41.6402,43.207,42.9012,42.9082,37.0764,38.4567,40.1706,36.8061,36.1704,36.9558,34.826,33.7718,34.3038,35.9454,36.655,32.8053,33.2586,32.7706,33.4895,19.1628,18.784,24.1888,16.0004,12.4267,14.3229,17.4493,19.3992,18.3964,20.2888,22.3105,23.2442,22.4472,21.7148,22.9607,22.8766,23.8855,24.852,25.1289,23.7194,22.248,21.8686,21.5257,24.6064,23.7797,22.8582,25.0333,24.4522,24.9548,25.1182,26.7464,24.9692,24.2929,22.057,21.038,19.0008,21.1262,21.6655,22.1669,23.3315,25.418,26.8102,27.1441,27.8214,28.7641,28.1165,30.7394,32.6606,32.9657,33.5587,33.3017,36.394,38.3608,40.9032,41.0616,40.4184,40.3179,42.7142,40.3605,42.5756,44.6897,45.9185,46.147,43.3209,46.1471,48.1202,48.4349,49.7875,50.1806,49.9498,52.7869,52.6838,55.6713,58.7466,60.5569,60.1603,61.1146,61.608,60.3009,58.5339,56.4036,59.9511,50.9325,50.8975,54.0786,55.1113,54.5229,53.2145,56.0115,59.4625,57.4148,59.5861,62.0418,60.605,61.4574,61.6534,60.5127,62.5984,66.3586,67.3344,73.893,73.2904,73.1106,77.6524,79.8796,82.1919,82.0733,83.352,85.1204,93.4389,95.3047,89.8983,83.973,86.7181,89.4807,85.9275,83.896,87.435,92.8698,91.1429,88.3911,82.7893,76.7001,81.564,88.0729,87.8863,92.4402,89.5921,95.3892,100.7454,96.5156,102.4448,100.3144,105.4301,106.4716,112.2378,100.1657,87.2988,96.8062,93.5966,92.812,90.324,89.5044,90.6015,85.4141,99.0137,106.3466
AMAT,14.3589,13.8292,13.2177,13.5499,12.8005,12.3236,11.93,12.8337,13.464,13.2058,13.7136,14.0487,13.5004,14.1789,13.988,14.6752,14.6278,15.2176,16.8795,16.4049,15.898,14.9149,14.5084,13.684,13.8073,14.8194,15.0823,14.4252,15.3605,14.8022,13.4297,13.9401,11.7698,10.0428,7.4941,7.9244,7.3298,7.2493,8.4614,9.6106,8.9092,8.7114,10.9189,10.4757,10.6346,9.6967,9.8294,11.1309,9.7256,9.8206,10.8055,11.0562,10.4243,9.6981,9.5206,8.4202,9.4838,10.0279,10.1451,11.472,12.811,13.4724,12.8082,12.8656,11.3667,10.7316,10.1624,9.4032,8.6016,10.2338,9.0204,8.9618,10.2714,10.315,10.4792,10.096,8.7725,9.7194,9.2481,10.0033,9.5541,9.0706,9.2616,9.8744,11.1433,11.9069,11.7115,12.6063,13.2958,13.0509,14.2711,13.214,15.4334,15.7186,15.3206,15.6571,14.8955,16.8792,18.1745,16.9682,18.0646,20.1762,18.7536,20.7665,19.4229,19.8543,21.7112,22.4966,20.6189,22.7077,20.4505,17.9396,18.339,17.51,15.8155,14.7426,13.4548,15.3704,17.3001,17.2079,16.2678,17.4862,19.6268,18.9689,22.7255,22.3067,24.4658,27.8622,28.1516,27.1525,30.1607,30.2262,32.0808,34.0212,36.5385,38.1447,43.1907,38.8886,41.7127,42.5708,49.147,53.2418,49.8749,48.3154,50.6877,54.5265,52.6519,47.0278,48.2698,43.9067,46.2261,41.0837,36.9103,31.4001,35.8044,31.4441,37.5331,37.0112,38.2855,42.5426,37.5428,43.5784,47.9061,46.8051,48.6376,52.8872,56.6338,59.7052,56.7219,57.0322,44.9624,48.7502,55.3418,59.5481,63.3702,60.8836,58.7586,58.5411,81.7576,85.5442
AMD,41.8,38.67,33.16,32.35,30.89,24.42,19.39,24.99,24.85,21.27,21.57,20.35,15.55,15.07,13.06,13.82,14.27,14.3,13.54,13,13.2,13.08,9.76,7.5,7.59,7.21,5.89,5.96,6.88,5.83,4.21,6.29,5.25,3.5,2.36,2.16,2.19,2.18,3.05,3.61,4.54,3.87,3.66,4.36,5.66,4.6,7.01,9.68,7.46,7.91,9.27,9.07,8.57,7.32,7.49,5.61,7.11,7.335,7.29,8.18,7.83,9.21,8.6,9.1,8.68,6.99,7.34,6.83,5.08,5.83,5.69,5.4,6.71,7.35,8.02,7.36,6.08,5.73,4.06,3.72,3.37,2.05,2.2,2.4,2.6,2.49,2.55,2.82,4,4.08,3.77,3.27,3.81,3.34,3.64,3.87,3.43,3.71,4.01,4.09,4,4.19,3.91,4.17,3.41,2.8,2.79,2.67,2.57,3.11,2.68,2.26,2.28,2.4,1.93,1.81,1.715,2.12,2.36,2.87,2.2,2.14,2.85,3.55,4.57,5.14,6.86,7.4,6.91,7.23,8.91,11.34,10.37,14.46,14.55,13.3,11.19,12.48,13.61,13,12.75,10.985,10.89,10.28,13.74,12.11,10.05,10.88,13.73,14.99,18.33,25.17,30.89,18.21,21.3,18.46,24.41,23.53,25.52,27.63,27.41,30.37,30.45,31.45,28.99,33.93,39.15,45.86,47,45.48,45.48,52.39,53.8,52.61,77.43,90.82,81.99,75.29,92.66,91.71
AMGN,55.9154,57.9022,55.808,51.934,51.8497,50.0393,53.476,52.1872,54.8721,58.2321,54.4962,52.402,53.9823,49.2952,42.8667,49.2031,43.3039,42.4141,41.225,38.4404,43.396,44.5774,42.3834,35.6251,35.7401,34.9193,32.0503,32.1193,33.7763,36.1774,48.0447,48.2135,45.4672,45.9428,42.6059,44.3012,42.0765,37.5352,37.9878,37.1823,38.31,40.6113,47.7993,45.8585,46.2037,41.133,43.2272,43.396,44.8612,43.4267,45.9026,43.9637,39.7215,40.3505,41.8311,39.1538,42.276,43.8716,40.4196,42.1149,42.253,39.3763,41.0026,43.6108,46.4415,44.7615,41.9615,42.7344,42.3912,44.1729,44.8876,49.7708,52.6543,52.9946,52.9634,55.4102,54.449,57.1041,64.6934,66.0105,66.3016,68.0321,70.1423,68.0885,67.504,72.7147,81.4198,82.77,80.1948,78.7031,86.3852,87.2867,89.6784,93.0556,91.7862,91.7862,95.7045,100.2857,99.7359,90.3639,94.3088,96.2439,103.5779,113.8739,114.7563,132.5016,135.564,130.6272,124.8622,130.0094,131.7652,130.1661,129.449,127.1791,146.2908,126.3269,115.0076,131.6537,134.7856,135.8147,127.7827,119.8812,126.3269,133.3792,133.9578,129.0388,145.8991,145.0545,142.2824,120.4039,123.7253,125.5631,134.5546,152.6414,141.8675,141.219,135.1974,149.9939,151.9795,155.8657,163.4761,153.6299,155.0528,153.4993,164.2239,163.4041,151.587,155.1437,160.9271,165.3798,176.0952,180.2188,186.9654,173.8871,189.1196,176.7871,169.9216,173.9595,173.868,164.1121,153.8642,170.0906,172.2135,193.9604,179.9122,198.2651,219.6746,225.6175,202.2013,188.2684,191.0962,225.4922,217.9608,223.8059,232.1657,241.978,242.7804,207.2269,213.5283,221.1062
AMP,29.0207,32.437,32.1375,34.9761,32.717,31.9307,31.8806,32.7684,33.6068,36.903,38.8509,39.1382,42.2621,42.053,41.1105,42.7869,45.3311,45.8504,43.4703,44.1168,45.6354,45.5414,42.5444,39.9492,40.2029,36.8085,37.688,34.6279,34.4602,29.655,30.9894,32.9049,27.9637,15.8119,13.619,17.2339,14.8658,11.856,15.2403,19.7253,22.6074,18.1683,20.9369,22.6164,27.3611,26.236,28.8467,29.3764,28.9375,30.4257,34.4769,35.237,30.3629,27.57,32.3469,33.3935,36.2669,39.6078,39.8558,44.2458,47.398,48.8251,47.0978,47.8535,47.393,44.6452,41.8743,35.5334,30.6038,36.2954,35.8785,38.7934,41.8491,43.7996,44.8757,42.5821,37.8879,41.3193,40.8924,43.7106,45.1276,46.4649,48.66,50.232,53.1916,55.4188,59.4725,60.1831,66.2929,65.7724,72.3757,70.4585,74.4905,82.2274,88.9915,94.5817,86.8459,90.0354,90.9276,92.2163,93.5094,99.6459,99.3138,104.9488,102.9627,105.291,110.4591,110.8615,104.7337,112.5087,110.1597,106.0426,105.4585,105.7463,106.9357,95.8737,92.8614,98.7326,96.6699,91.0811,77.5842,72.4493,81.1311,82.7622,88.448,78.1652,83.3762,88.6368,87.4881,77.509,101.0084,98.1164,99.2927,117.0048,115.3854,113.7572,108.1718,113.9927,129.7452,124.7446,133.7508,140.9827,147.7724,153.4215,152.7244,142.3647,134.6295,127.595,127.0009,128.146,133.4503,130.8825,136.1377,117.3111,120.4767,96.9106,117.5518,123.0874,119.7865,137.2448,130.1071,136.6298,136.9593,122.271,139.4485,143.0413,156.3317,158.9171,157.8009,135.5329,98.2973,110.2488,135.4986,145.1432,148.6161,152.6695,150.0504,156.5934,181.4652,190.3699
AMZN,44.82,37.44,36.53,35.21,34.61,38.68,26.89,30.83,32.12,38.09,40.34,39.46,37.67,39.14,39.79,61.33,69.14,68.41,78.54,79.91,93.15,89.15,90.56,92.64,77.7,64.47,71.3,78.63,81.62,73.33,76.34,80.81,72.76,57.24,42.7,51.28,58.82,64.79,73.44,80.52,77.99,83.66,85.76,81.19,93.36,118.81,135.91,134.52,125.41,118.4,135.77,137.1,125.46,109.26,117.89,124.83,157.06,165.23,175.4,180,169.64,173.29,180.13,195.81,196.69,204.49,222.52,215.23,216.23,213.51,192.29,173.1,194.44,179.69,202.51,231.9,212.91,228.35,233.3,248.27,254.32,232.8931,252.05,250.87,265.5,264.27,266.49,253.81,269.2,277.69,301.22,280.98,312.64,364.03,393.62,398.79,358.69,362.1,336.365,304.13,312.55,324.78,312.99,339.04,322.44,305.46,338.64,310.35,354.53,380.16,372.1,421.78,429.23,434.09,536.15,512.89,511.89,625.9,664.8,675.89,587,552.52,593.64,659.59,722.79,715.62,758.81,769.16,837.31,789.82,750.57,749.87,823.48,845.04,886.54,924.99,994.62,968,987.78,980.6,961.35,1105.28,1176.75,1169.47,1450.89,1512.45,1447.34,1566.13,1629.62,1699.8,1777.44,2012.71,2003,1598.01,1690.17,1501.97,1718.73,1639.83,1780.75,1926.52,1775.07,1893.63,1866.78,1776.29,1735.91,1776.66,1800.8,1847.84,2008.72,1883.75,1949.72,2474,2442.37,2758.82,3164.68,3450.96,3148.73,3036.15,3168.04,3256.93
AON,28.1679,32.6046,34.1685,34.6213,29.45,28.7643,28.4003,28.6824,28.1016,28.9884,29.73,29.4467,30.0064,31.4959,31.7636,32.5486,36.0512,35.7908,33.7566,36.5219,37.7781,38.3348,42.2681,40.3395,36.7802,35.3202,34.1233,38.6544,40.1873,39.1228,39.1325,40.5765,38.4148,36.2843,38.8577,39.1837,31.9065,32.9313,35.1532,36.4732,31.1146,32.7308,34.2254,36.2295,35.3012,33.5315,33.7231,33.3835,34.0013,35.7844,37.3315,37.2395,34.6172,32.5561,33.1738,31.9145,34.4419,35.1346,35.4617,40.6678,40.563,46.682,46.9658,46.3954,46.3777,45.6217,42.9237,41.6838,37.4467,41.7157,41.134,41.8767,43.4708,42.0166,44.0362,46.6375,41.8657,42.1178,44.4367,46.9295,47.2276,48.8691,51.4507,50.3728,52.4449,55.4877,55.8601,54.9763,58.0007,58.6201,61.6492,60.6263,67.9877,72.3922,74.7262,76.7857,73.8058,78.5207,77.3099,78.0902,82.7454,82.8834,77.8371,80.4206,80.8912,79.5891,85.5953,87.7608,83.5657,93.1333,89.1986,89.5744,94.2192,92.7857,94.0764,87.2333,82.7241,87.3875,88.7267,86.3573,82.542,89.5528,98.1613,99.107,103.0196,102.9819,101.2473,105.2946,106.3726,105.1136,108.2149,105.7775,107.2019,110.0079,112.8996,114.3351,124.8966,126.8429,132.1653,133.1123,139.7507,137.5411,134.4629,128.4983,136.6781,134.8995,134.9091,137.351,134.8444,132.2414,138.7778,141.1147,149.0837,151.7982,160.4776,141.2817,152.2355,167.1443,166.3356,175.963,175.8946,188.5052,185.2915,190.7744,189.5212,189.5505,199.8053,204.3978,216.5661,204.521,162.2795,170.2146,194.1493,189.8611,202.7354,197.5687,203.8023,182.2366,202.9154,209.2339
APA,61.2449,54.2633,53.12,57.6822,52.6805,55.4168,57.307,53.0865,51.395,53.2377,56.995,54.2076,59.6085,55.9244,57.7542,59.3446,66.0976,66.7852,66.283,63.446,73.8427,85.2482,79.4834,88.3113,78.4329,94.4342,99.4642,110.991,110.4801,114.5512,92.5653,94.389,86.0543,68.0658,63.9073,61.6172,62.1385,48.9568,53.0994,60.504,69.9707,59.9144,69.8483,70.6803,76.4046,78.4227,79.3893,85.9634,82.4132,86.4767,84.6911,85.0261,74.8157,70.3454,79.9981,75.2022,81.8227,84.6739,90.2227,99.9373,100.1672,104.5814,109.8683,112.0621,104.6933,103.6766,104.0779,86.7064,67.5009,83.952,83.7919,76.3261,83.4486,91.0862,84.7652,81.1169,68.8064,74.3106,72.9565,72.6431,73.253,70.2096,65.4319,66.6287,71.2418,63.1701,65.6282,63.0159,70.0527,71.5027,68.6129,73.2555,72.7938,76.0895,78.3944,73.6388,68.935,68.1019,71.2454,74.7712,80.3015,86.676,88.6575,87.9407,81.0665,66.8987,55.5381,54.3076,54.4462,57.2917,52.497,59.7298,52.2549,50.325,40.2529,39.7087,34.372,41.5928,43.4019,39.2453,37.8132,34.0266,43.3866,48.5765,51.0232,49.7106,47.0946,44.5829,57.2939,53.5633,59.3897,57.1564,54.0835,47.5469,46.4619,44.1991,42.4908,43.554,45.1879,35.4709,41.8271,38.0088,38.4315,38.7898,41.4483,31.5458,35.5456,38.0553,37.1725,43.4454,42.9892,40.9612,44.5499,35.5639,33.0256,24.6775,31.0944,31.4354,32.8376,31.3969,24.8714,27.6381,23.5396,20.7924,24.6771,21.1084,21.7126,24.9383,26.9518,24.4766,4.1056,12.8848,10.629,13.2985,15.1463,14.6036,9.3443,8.2123,12.7539,14.0401
APD,41.8307,43.5055,45.7942,46.7007,44.1993,43.7998,43.8066,45.4238,45.7084,47.9811,47.6161,48.632,51.6628,51.7666,51.4421,53.2088,54.2452,56.1661,60.3592,62.903,68.5844,68.6476,69.4824,69.4543,63.1447,64.3137,65.0988,69.6486,72.1181,70.265,67.6707,65.2826,49.002,41.5898,34.1704,36.288,36.3097,33.3861,40.9345,47.9571,47.142,47.3263,54.6609,54.9759,57.1719,56.8402,61.1145,60.0633,56.2843,50.8159,55.1574,57.2682,51.51,48.7016,54.5404,55.63,62.6033,64.2285,65.1734,69.1191,66.3072,69.9171,68.9747,73.059,72.7301,73.5555,68.284,63.0047,59.202,66.7757,64.923,66.4899,68.7065,70.4314,72.1493,67.19,62.1207,63.9692,63.7315,65.4351,66.0377,61.9093,66.2293,67.6095,70.3535,69.4763,70.6809,70.5511,76.5953,74.8597,88.8147,83.5008,87.7005,89.7085,89.5604,92.5681,87.0693,100.4684,99.2274,97.9604,100.0026,107.8549,110.6472,111.7038,109.7944,113.5728,121.3069,122.2838,123.4539,132.3816,128.9366,122.246,125.0842,117.3097,122.1793,119.6245,110.0834,119.92,118.1166,112.954,110.0023,115.0028,125.7964,127.4032,124.565,124.8071,131.2917,136.7395,132.1001,117.9686,127.7301,127.9217,124.3105,124.9421,121.1777,125.8443,129.0329,128.9959,128.1753,131.0788,136.3537,144.6474,147.9227,149.7282,153.6429,146.7259,146.1237,149.1191,148.3105,144.1022,151.912,153.8737,155.5948,143.7657,149.8386,150.0994,154.1696,169.9157,180.1756,194.1681,192.0923,214.6803,216.4822,214.2535,211.5033,203.3048,225.2978,225.1262,228.6901,210.3918,192.5151,217.562,233.0608,234.1699,277.9762,283.4362,290.1666,269.1051,272.9043,267.4685
AVY,39.1427,39.5663,38.5639,41.2149,39.164,38.5473,38.9257,41.1233,40.2002,42.1845,45.0775,45.6524,45.9414,44.6443,43.4545,42.0615,44.1375,45.2325,41.7353,40.9528,39.0555,39.6583,35.6925,36.6892,35.7295,35.4327,34.2759,33.5382,35.8975,30.8218,30.8779,34.1334,31.4729,24.7793,22.0056,23.5079,17.4029,14.4725,16.3966,21.094,20.2279,19.1223,19.9042,23.1582,26.988,26.7181,28.2995,27.4933,24.4946,23.809,27.6054,29.5918,26.0662,24.5029,27.3398,24.9534,28.4831,27.8923,28.9579,32.6606,32.4677,30.9867,32.5701,32.3994,33.062,30.165,24.6365,22.7311,19.7648,20.9627,20.6553,22.8089,21.5921,24.2563,24.1814,25.6662,23.3628,22.1588,24.955,25.5304,26.0127,26.4705,27.3453,28.7798,31.7386,33.6671,35.7298,34.3859,36.0865,35.7104,37.3557,35.9526,36.5916,39.6185,41.1151,42.4477,41.6696,42.1348,43.1052,41.3953,43.1307,43.9042,40.4433,41.5312,38.5283,40.4267,42.722,45.086,45.4249,46.5373,46.2795,48.6237,54.1517,53.622,53.5428,51.431,50.0938,57.5322,58.7365,55.7979,54.2217,58.318,64.5779,65.0256,66.9765,67.3097,70.1371,69.7319,70.4146,63.1731,65.2279,63.9208,66.4696,73.843,73.7423,76.1303,77.0909,81.2837,85.4781,86.7014,90.8827,98.1189,105.466,106.5718,113.8276,109.6244,98.9705,97.6292,97.8341,95.5663,107.3413,98.4492,101.9236,85.3392,90.6823,84.9711,98.8003,102.1962,107.3985,105.165,98.9017,110.5378,109.7638,110.4327,109.0803,122.8054,125.2162,126.2143,126.6196,110.4593,98.7668,107.0273,107.2987,111.1697,110.4389,112.4364,125.1818,135.5124,146.2347,152.5053
AXP,40.8665,41.9807,40.9445,42.0213,42.4508,41.5606,40.7708,41.1468,43.9191,45.394,46.1086,47.6398,45.8296,44.7669,44.3969,47.8863,51.2881,48.2888,46.3161,46.3794,46.9728,48.3437,46.7812,41.2607,39.1059,33.6694,34.7997,38.375,37.0404,30.1038,29.8012,31.8564,28.4444,22.1904,18.8094,14.9684,13.6212,9.819,11.0973,20.7896,20.4846,19.3058,23.5341,28.0948,28.3108,29.0958,34.9333,33.8393,31.5857,32.0302,34.7559,38.8498,33.585,33.5934,37.7736,33.7373,35.565,35.2488,36.7451,36.4901,37.0286,37.1907,38.5821,42.0569,44.2163,44.4586,43.0311,42.7474,38.6111,43.7104,41.4826,40.7313,43.4575,45.841,50.1486,52.3641,48.5549,50.6247,50.3588,50.8737,49.6171,49.0107,48.9494,50.3329,51.6728,54.6075,59.2731,60.2893,66.7227,65.8855,65.2134,63.5691,66.7604,72.535,76.0819,80.4535,75.5842,81.1494,80.0382,77.9245,81.552,84.5556,78.6478,80.033,78.2366,80.6341,82.8483,83.4041,72.5414,73.3505,70.4647,69.8603,71.9079,70.3655,68.8625,69.4601,67.1152,66.5767,65.1045,63.2052,48.8382,50.737,56.0499,60.018,60.3207,56.0053,59.4158,60.4481,59.0286,61.5268,66.7328,68.6225,71.0499,74.4731,73.5894,74.023,71.8654,78.6839,79.9087,80.7244,84.8122,89.9001,91.9612,93.4671,93.8765,92.0915,88.0966,93.6091,93.1825,92.8982,94.6741,100.8196,101.3048,98.0816,107.1899,91.0069,98.4623,103.2943,104.7899,112.7907,110.3662,118.7656,120.0312,116.1707,114.1536,113.6209,116.3723,120.606,126.248,106.8641,83.2224,89.2027,92.937,93.0641,91.6433,99.7647,98.4488,89.964,116.9315,119.219
AZO,97.75,96.68,99.69,93.61,90.73,88.2,87.87,90.3,103.3,112,113.61,115.56,125.63,125.46,128.14,133.04,128.63,136.62,126.81,121.29,116.14,124.41,111.63,119.91,120.65,115.08,113.83,120.75,126.56,121.01,130.29,137.23,123.34,127.29,109.22,139.47,132.89,142.23,162.62,166.39,152.15,151.11,153.57,147.25,146.22,135.31,147.87,158.07,155.03,165.93,173.09,185.01,190.88,193.22,211.57,209.78,228.91,237.63,259.41,272.59,253.53,257.95,273.56,282.38,294,294.85,285.45,307,319.19,323.59,328.38,324.97,347.88,374.48,371.8,396.16,380.26,367.17,375.23,361.64,369.67,375,383.77,354.43,369.7,380.15,396.77,409.09,408.83,423.69,448.58,419.94,422.73,434.69,461.6,477.94,495.06,538.44,537.1,533.89,532.5,536.24,517.03,538.84,509.66,553.52,577.71,619.11,596.96,642.68,682.16,672.66,673.62,666.9,700.94,715.99,723.83,784.41,783.77,741.91,767.39,774.57,796.69,765.23,762.2,793.84,813.97,741.8,768.34,742.16,783.18,789.79,724.98,736.55,723.05,692.19,605.92,570.46,539.82,528.44,595.11,589.5,686.76,711.37,765.44,664.72,648.69,624.52,649.32,670.93,705.53,766.88,775.7,733.47,809.07,838.34,847.34,938.97,1024.12,1028.31,1027.11,1099.47,1123.04,1101.69,1084.62,1144.38,1177.92,1191.31,1057.96,1032.51,846,1020.32,1147.86,1128.12,1207.42,1196.31,1177.64,1128.98,1137.65,1185.44
BA,48.5286,51.8561,55.5943,59.5322,59.5898,58.6307,55.4168,53.8214,56.6598,57.3856,63.839,64.0625,64.5817,63.1669,64.3613,67.3221,73.0873,69.8685,75.1508,70.5003,76.5442,71.8782,67.7111,63.9941,60.8624,60.8803,54.6886,62.4025,61.1535,48.5564,45.1503,48.7344,42.6315,38.9667,31.9451,31.9751,31.7053,23.7955,26.9289,30.3121,34.2675,32.472,32.7853,38.3122,41.7678,36.8698,40.7789,42.1172,47.1514,49.4791,56.8821,56.7411,50.5755,49.4487,53.6961,48.4642,52.7533,56.0038,50.8652,52.0537,55.4197,57.7699,59.3102,64.0034,62.9319,59.6252,56.8347,54.3177,49.1589,53.4484,56.1561,59.9657,60.6443,61.6311,61.1541,63.1523,57.5801,61.4596,61.137,59.4164,57.9144,58.6175,62.201,63.1054,61.8576,64.8126,72.3558,77.0418,83.8861,86.7834,89.0368,88.4384,99.9953,111.0586,114.6663,116.5795,106.9877,110.7412,107.7948,110.8271,116.8292,109.9015,104.0709,110.2057,110.7098,108.5631,117.4626,113.6335,127.088,132.6901,132.0128,126.0842,124.4012,122.8077,127.6325,116.4162,116.6568,131.9081,130.3698,129.5989,107.6749,106.9194,114.8447,121.9558,115.0653,118.4584,121.9154,119.0483,121.1543,130.9853,139.5234,144.2681,151.4407,168.4663,165.3163,172.766,176.7428,186.2756,228.3914,227.122,240.9108,244.4835,263.7369,280.9922,337.6461,346.9063,314.0268,319.4668,338.9572,322.9314,342.942,331.5799,359.7379,343.2552,336.967,313.3922,374.7296,429.7034,372.5281,368.8851,335.5823,357.5871,335.1599,359.8509,376.0402,335.9524,363.9981,323.8189,316.3735,275.11,149.14,141.02,145.85,183.3,158,171.82,165.26,144.39,210.71,214.06
BAC,30.2007,31.3068,31.4361,34.4596,33.7555,33.5463,35.9384,36.2854,37.7659,37.9774,38.3568,38.0292,37.4522,36.6046,36.7414,36.655,36.9207,35.5956,34.5253,36.8988,37.0693,35.6018,34.0164,30.8558,33.017,29.7191,28.8337,28.5523,25.8674,18.5183,25.5238,24.1584,27.6802,20.1356,13.5376,11.9792,5.5982,3.3606,5.8186,7.6188,9.6152,11.2718,12.6296,15.0206,14.4573,12.4579,13.5431,12.8763,12.9789,14.2443,15.271,15.2539,13.4659,12.3016,12.0191,10.6665,11.225,9.8084,9.3809,11.4386,11.773,12.2532,11.4383,10.5373,10.0825,9.413,8.3394,7.0254,5.2626,5.8731,4.6865,4.7898,6.1424,6.8746,8.2547,6.9954,6.3486,7.0656,6.34,6.9014,7.6366,8.0604,8.5274,10.0505,9.7994,9.7301,10.5532,10.6659,11.8356,11.1509,12.6597,12.2435,11.9743,12.1219,13.7271,13.5188,14.5434,14.3524,14.9428,13.1531,13.1531,13.3616,13.2572,13.9875,14.8681,14.964,14.8593,15.6457,13.2494,13.8266,13.5018,13.9755,14.4756,14.9759,15.7326,14.3776,13.7521,14.8113,15.385,14.8976,12.5165,11.0825,12.0123,12.9363,13.1406,11.8298,12.9174,14.4552,14.0163,14.7776,18.9825,19.8633,20.3487,22.1822,21.2649,21.0395,20.2688,21.9421,21.8154,21.716,23.0341,24.8975,25.7156,26.948,29.2119,29.3032,27.4814,27.4173,26.7209,25.9387,28.4139,28.4599,27.2391,25.4269,26.259,22.9125,26.474,27.1807,25.788,28.5827,24.8627,27.2518,28.8305,25.8516,27.587,29.573,31.5118,33.4899,31.2173,27.1,20.3228,23.0223,23.0893,22.8879,23.9769,24.8057,23.3784,22.9999,27.3282,29.5978
